composite_rank,ligand,composite_score,best_score,mean_score,score_std,seed_count,consistent,initial_refinement_rank,best_seed,best_run_json,best_output_pdbqt
281,010777_decoy_11284_decoy_11284,13.700,-10.070,-10.047,0.017,3,True,316,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010777_decoy_11284_decoy_11284/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010777_decoy_11284_decoy_11284/seed-2/010777_decoy_11284_decoy_11284_docked.pdbqt
282,023970_decoy_26037_decoy_26037,13.700,-10.070,-10.047,0.017,3,True,312,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023970_decoy_26037_decoy_26037/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023970_decoy_26037_decoy_26037/seed-3/023970_decoy_26037_decoy_26037_docked.pdbqt
283,010026_decoy_10392_decoy_10392,13.700,-10.070,-10.047,0.017,3,True,315,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010026_decoy_10392_decoy_10392/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010026_decoy_10392_decoy_10392/seed-3/010026_decoy_10392_decoy_10392_docked.pdbqt
284,016863_decoy_17957_decoy_17957,13.699,-10.060,-10.043,0.012,3,True,291,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016863_decoy_17957_decoy_17957/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016863_decoy_17957_decoy_17957/seed-1/016863_decoy_17957_decoy_17957_docked.pdbqt
285,004513_decoy_4459_decoy_04459,13.699,-10.060,-10.043,0.012,3,True,303,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004513_decoy_4459_decoy_04459/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004513_decoy_4459_decoy_04459/seed-2/004513_decoy_4459_decoy_04459_docked.pdbqt
286,017465_decoy_18593_decoy_18593,13.697,-10.070,-10.047,0.021,3,True,286,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017465_decoy_18593_decoy_18593/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017465_decoy_18593_decoy_18593/seed-1/017465_decoy_18593_decoy_18593_docked.pdbqt
287,000926_decoy_0321_decoy_00321,13.693,-10.050,-10.037,0.009,3,True,353,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000926_decoy_0321_decoy_00321/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000926_decoy_0321_decoy_00321/seed-2/000926_decoy_0321_decoy_00321_docked.pdbqt
288,022761_decoy_24675_decoy_24675,13.686,-10.050,-10.033,0.012,3,True,330,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022761_decoy_24675_decoy_24675/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022761_decoy_24675_decoy_24675/seed-2/022761_decoy_24675_decoy_24675_docked.pdbqt
289,017304_decoy_18425_decoy_18425,13.685,-10.040,-10.030,0.008,3,True,319,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017304_decoy_18425_decoy_18425/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017304_decoy_18425_decoy_18425/seed-3/017304_decoy_18425_decoy_18425_docked.pdbqt
290,002840_decoy_2346_decoy_02346,13.681,-10.050,-10.030,0.014,3,True,323,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002840_decoy_2346_decoy_02346/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002840_decoy_2346_decoy_02346/seed-3/002840_decoy_2346_decoy_02346_docked.pdbqt
291,021214_decoy_22955_decoy_22955,13.679,-10.030,-10.023,0.005,3,True,329,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021214_decoy_22955_decoy_22955/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021214_decoy_22955_decoy_22955/seed-2/021214_decoy_22955_decoy_22955_docked.pdbqt
292,009936_decoy_10284_decoy_10284,13.679,-10.030,-10.023,0.005,3,True,325,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009936_decoy_10284_decoy_10284/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009936_decoy_10284_decoy_10284/seed-3/009936_decoy_10284_decoy_10284_docked.pdbqt
293,010588_decoy_11088_decoy_11088,13.678,-10.020,-10.020,0.000,3,True,326,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010588_decoy_11088_decoy_11088/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010588_decoy_11088_decoy_11088/seed-3/010588_decoy_11088_decoy_11088_docked.pdbqt
294,017225_decoy_18344_decoy_18344,13.668,-10.060,-10.027,0.028,3,True,292,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017225_decoy_18344_decoy_18344/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017225_decoy_18344_decoy_18344/seed-1/017225_decoy_18344_decoy_18344_docked.pdbqt
295,022274_decoy_24176_decoy_24176,13.668,-10.030,-10.017,0.009,3,True,321,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022274_decoy_24176_decoy_24176/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022274_decoy_24176_decoy_24176/seed-1/022274_decoy_24176_decoy_24176_docked.pdbqt
296,012897_decoy_13490_decoy_13490,13.667,-10.060,-10.029,0.030,3,True,307,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012897_decoy_13490_decoy_13490/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012897_decoy_13490_decoy_13490/seed-3/012897_decoy_13490_decoy_13490_docked.pdbqt
297,005704_decoy_5742_decoy_05742,13.667,-10.020,-10.013,0.005,3,True,332,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005704_decoy_5742_decoy_05742/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005704_decoy_5742_decoy_05742/seed-3/005704_decoy_5742_decoy_05742_docked.pdbqt
298,000337_active_0397_active_00397,13.666,-10.030,-10.020,0.014,3,True,341,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000337_active_0397_active_00397/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000337_active_0397_active_00397/seed-1/000337_active_0397_active_00397_docked.pdbqt
299,013984_decoy_14605_decoy_14605,13.665,-10.050,-10.026,0.027,3,True,296,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013984_decoy_14605_decoy_14605/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013984_decoy_14605_decoy_14605/seed-1/013984_decoy_14605_decoy_14605_docked.pdbqt
300,004520_decoy_4466_decoy_04466,13.663,-10.110,-10.044,0.061,3,True,379,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004520_decoy_4466_decoy_04466/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004520_decoy_4466_decoy_04466/seed-3/004520_decoy_4466_decoy_04466_docked.pdbqt
301,000718_decoy_0088_decoy_00088,13.662,-10.020,-10.013,0.009,3,True,338,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000718_decoy_0088_decoy_00088/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000718_decoy_0088_decoy_00088/seed-2/000718_decoy_0088_decoy_00088_docked.pdbqt
302,017636_decoy_18798_decoy_18798,13.661,-10.120,-10.037,0.060,3,True,250,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017636_decoy_18798_decoy_18798/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017636_decoy_18798_decoy_18798/seed-1/017636_decoy_18798_decoy_18798_docked.pdbqt
303,009486_decoy_9762_decoy_09762,13.661,-10.040,-10.020,0.022,3,True,304,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009486_decoy_9762_decoy_09762/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009486_decoy_9762_decoy_09762/seed-1/009486_decoy_9762_decoy_09762_docked.pdbqt
304,000349_active_0409_active_00409,13.656,-10.030,-10.011,0.015,3,True,345,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000349_active_0409_active_00409/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000349_active_0409_active_00409/seed-3/000349_active_0409_active_00409_docked.pdbqt
305,009078_decoy_9336_decoy_09336,13.655,-10.140,-10.042,0.075,3,True,385,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009078_decoy_9336_decoy_09336/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009078_decoy_9336_decoy_09336/seed-2/009078_decoy_9336_decoy_09336_docked.pdbqt
306,018854_decoy_20329_decoy_20329,13.655,-10.030,-10.009,0.015,3,True,328,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018854_decoy_20329_decoy_20329/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018854_decoy_20329_decoy_20329/seed-2/018854_decoy_20329_decoy_20329_docked.pdbqt
307,005134_decoy_5144_decoy_05144,13.653,-10.860,-10.391,0.635,3,True,32,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005134_decoy_5144_decoy_05144/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005134_decoy_5144_decoy_05144/seed-1/005134_decoy_5144_decoy_05144_docked.pdbqt
308,004579_decoy_4533_decoy_04533,13.652,-10.010,-10.002,0.006,3,True,331,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004579_decoy_4533_decoy_04533/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004579_decoy_4533_decoy_04533/seed-1/004579_decoy_4533_decoy_04533_docked.pdbqt
309,012644_decoy_13222_decoy_13222,13.645,-10.000,-9.997,0.005,3,True,339,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012644_decoy_13222_decoy_13222/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012644_decoy_13222_decoy_13222/seed-1/012644_decoy_13222_decoy_13222_docked.pdbqt
310,008648_decoy_8839_decoy_08839,13.643,-10.050,-10.009,0.031,3,True,398,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008648_decoy_8839_decoy_08839/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008648_decoy_8839_decoy_08839/seed-3/008648_decoy_8839_decoy_08839_docked.pdbqt
311,015596_decoy_16607_decoy_16607,13.642,-10.080,-10.023,0.055,3,True,274,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015596_decoy_16607_decoy_16607/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015596_decoy_16607_decoy_16607/seed-1/015596_decoy_16607_decoy_16607_docked.pdbqt
312,001820_decoy_1260_decoy_01260,13.642,-10.010,-9.998,0.011,3,True,344,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001820_decoy_1260_decoy_01260/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001820_decoy_1260_decoy_01260/seed-3/001820_decoy_1260_decoy_01260_docked.pdbqt
313,000101_active_0119_active_00119,13.640,-10.100,-10.037,0.076,3,True,269,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000101_active_0119_active_00119/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000101_active_0119_active_00119/seed-2/000101_active_0119_active_00119_docked.pdbqt
314,000844_decoy_0231_decoy_00231,13.639,-10.030,-10.006,0.027,3,True,373,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000844_decoy_0231_decoy_00231/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000844_decoy_0231_decoy_00231/seed-2/000844_decoy_0231_decoy_00231_docked.pdbqt
315,004681_decoy_4638_decoy_04638,13.639,-10.040,-10.003,0.027,3,True,360,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004681_decoy_4638_decoy_04638/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004681_decoy_4638_decoy_04638/seed-2/004681_decoy_4638_decoy_04638_docked.pdbqt
316,012301_decoy_12842_decoy_12842,13.638,-10.020,-9.998,0.018,3,True,366,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012301_decoy_12842_decoy_12842/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012301_decoy_12842_decoy_12842/seed-3/012301_decoy_12842_decoy_12842_docked.pdbqt
317,016826_decoy_17920_decoy_17920,13.638,-10.010,-9.995,0.013,3,True,343,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016826_decoy_17920_decoy_17920/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016826_decoy_17920_decoy_17920/seed-2/016826_decoy_17920_decoy_17920_docked.pdbqt
318,011148_decoy_11667_decoy_11667,13.638,-10.000,-9.993,0.008,3,True,342,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011148_decoy_11667_decoy_11667/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011148_decoy_11667_decoy_11667/seed-2/011148_decoy_11667_decoy_11667_docked.pdbqt
319,008090_decoy_8240_decoy_08240,13.636,-10.000,-9.990,0.007,3,True,349,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008090_decoy_8240_decoy_08240/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008090_decoy_8240_decoy_08240/seed-3/008090_decoy_8240_decoy_08240_docked.pdbqt
320,000175_active_0210_active_00210,13.635,-10.000,-9.992,0.010,3,True,357,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000175_active_0210_active_00210/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000175_active_0210_active_00210/seed-2/000175_active_0210_active_00210_docked.pdbqt
321,008486_decoy_8675_decoy_08675,13.633,-9.997,-9.988,0.007,3,True,355,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008486_decoy_8675_decoy_08675/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008486_decoy_8675_decoy_08675/seed-3/008486_decoy_8675_decoy_08675_docked.pdbqt
322,008711_decoy_8902_decoy_08902,13.632,-9.999,-9.990,0.012,3,True,333,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008711_decoy_8902_decoy_08902/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008711_decoy_8902_decoy_08902/seed-1/008711_decoy_8902_decoy_08902_docked.pdbqt
323,013981_decoy_14602_decoy_14602,13.630,-10.080,-10.018,0.061,3,True,308,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013981_decoy_14602_decoy_14602/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013981_decoy_14602_decoy_14602/seed-2/013981_decoy_14602_decoy_14602_docked.pdbqt
324,014634_decoy_15439_decoy_15439,13.629,-10.030,-9.994,0.026,3,True,371,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014634_decoy_15439_decoy_15439/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014634_decoy_15439_decoy_15439/seed-3/014634_decoy_15439_decoy_15439_docked.pdbqt
325,019578_decoy_21157_decoy_21157,13.627,-10.040,-9.998,0.034,3,True,311,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019578_decoy_21157_decoy_21157/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019578_decoy_21157_decoy_21157/seed-1/019578_decoy_21157_decoy_21157_docked.pdbqt
326,023603_decoy_25612_decoy_25612,13.625,-10.010,-9.988,0.018,3,True,337,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023603_decoy_25612_decoy_25612/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023603_decoy_25612_decoy_25612/seed-1/023603_decoy_25612_decoy_25612_docked.pdbqt
327,006417_decoy_6524_decoy_06524,13.624,-9.989,-9.980,0.007,3,True,348,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006417_decoy_6524_decoy_06524/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006417_decoy_6524_decoy_06524/seed-1/006417_decoy_6524_decoy_06524_docked.pdbqt
328,006772_decoy_6882_decoy_06882,13.623,-9.981,-9.978,0.003,3,True,352,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006772_decoy_6882_decoy_06882/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006772_decoy_6882_decoy_06882/seed-1/006772_decoy_6882_decoy_06882_docked.pdbqt
329,017464_decoy_18592_decoy_18592,13.622,-10.000,-9.987,0.018,3,True,340,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017464_decoy_18592_decoy_18592/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017464_decoy_18592_decoy_18592/seed-1/017464_decoy_18592_decoy_18592_docked.pdbqt
330,003966_decoy_3854_decoy_03854,13.622,-9.988,-9.980,0.008,3,True,372,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003966_decoy_3854_decoy_03854/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003966_decoy_3854_decoy_03854/seed-3/003966_decoy_3854_decoy_03854_docked.pdbqt
331,017816_decoy_19032_decoy_19032,13.618,-9.996,-9.979,0.013,3,True,377,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017816_decoy_19032_decoy_19032/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017816_decoy_19032_decoy_19032/seed-2/017816_decoy_19032_decoy_19032_docked.pdbqt
332,023359_decoy_25342_decoy_25342,13.617,-10.040,-9.991,0.036,3,True,362,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023359_decoy_25342_decoy_25342/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023359_decoy_25342_decoy_25342/seed-2/023359_decoy_25342_decoy_25342_docked.pdbqt
333,016970_decoy_18067_decoy_18067,13.616,-10.270,-10.108,0.215,3,True,169,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016970_decoy_18067_decoy_18067/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016970_decoy_18067_decoy_18067/seed-1/016970_decoy_18067_decoy_18067_docked.pdbqt
334,024522_decoy_26733_decoy_26733,13.614,-10.040,-9.990,0.039,3,True,313,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024522_decoy_26733_decoy_26733/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024522_decoy_26733_decoy_26733/seed-1/024522_decoy_26733_decoy_26733_docked.pdbqt
335,002972_decoy_2478_decoy_02478,13.613,-10.010,-9.983,0.025,3,True,359,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002972_decoy_2478_decoy_02478/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002972_decoy_2478_decoy_02478/seed-3/002972_decoy_2478_decoy_02478_docked.pdbqt
336,012497_decoy_13066_decoy_13066,13.613,-9.982,-9.972,0.008,3,True,351,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012497_decoy_13066_decoy_13066/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012497_decoy_13066_decoy_13066/seed-1/012497_decoy_13066_decoy_13066_docked.pdbqt
337,013621_decoy_14220_decoy_14220,13.612,-9.982,-9.974,0.010,3,True,382,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013621_decoy_14220_decoy_14220/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013621_decoy_14220_decoy_14220/seed-2/013621_decoy_14220_decoy_14220_docked.pdbqt
338,009435_decoy_9709_decoy_09709,13.607,-10.010,-9.976,0.024,3,True,334,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009435_decoy_9709_decoy_09709/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009435_decoy_9709_decoy_09709/seed-3/009435_decoy_9709_decoy_09709_docked.pdbqt
339,015643_decoy_16660_decoy_16660,13.606,-10.010,-9.975,0.025,3,True,387,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015643_decoy_16660_decoy_16660/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015643_decoy_16660_decoy_16660/seed-2/015643_decoy_16660_decoy_16660_docked.pdbqt
340,012150_decoy_12681_decoy_12681,13.606,-9.991,-9.972,0.016,3,True,396,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012150_decoy_12681_decoy_12681/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012150_decoy_12681_decoy_12681/seed-3/012150_decoy_12681_decoy_12681_docked.pdbqt
341,012909_decoy_13503_decoy_13503,13.604,-10.080,-10.018,0.088,3,True,273,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012909_decoy_13503_decoy_13503/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012909_decoy_13503_decoy_13503/seed-2/012909_decoy_13503_decoy_13503_docked.pdbqt
342,009906_decoy_10254_decoy_10254,13.604,-9.975,-9.965,0.007,3,True,365,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009906_decoy_10254_decoy_10254/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009906_decoy_10254_decoy_10254/seed-1/009906_decoy_10254_decoy_10254_docked.pdbqt
343,022881_decoy_24800_decoy_24800,13.604,-9.973,-9.964,0.006,3,True,384,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022881_decoy_24800_decoy_24800/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022881_decoy_24800_decoy_24800/seed-2/022881_decoy_24800_decoy_24800_docked.pdbqt
344,013133_decoy_13728_decoy_13728,13.603,-9.962,-9.961,0.001,3,True,381,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013133_decoy_13728_decoy_13728/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013133_decoy_13728_decoy_13728/seed-3/013133_decoy_13728_decoy_13728_docked.pdbqt
345,022995_decoy_24954_decoy_24954,13.600,-9.973,-9.962,0.008,3,True,336,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022995_decoy_24954_decoy_24954/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022995_decoy_24954_decoy_24954/seed-1/022995_decoy_24954_decoy_24954_docked.pdbqt
346,000232_active_0277_active_00277,13.600,-9.964,-9.960,0.003,3,True,388,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000232_active_0277_active_00277/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000232_active_0277_active_00277/seed-2/000232_active_0277_active_00277_docked.pdbqt
347,023245_decoy_25228_decoy_25228,13.600,-9.962,-9.960,0.003,3,True,394,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023245_decoy_25228_decoy_25228/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023245_decoy_25228_decoy_25228/seed-3/023245_decoy_25228_decoy_25228_docked.pdbqt
348,013459_decoy_14056_decoy_14056,13.598,-9.979,-9.965,0.015,3,True,356,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013459_decoy_14056_decoy_14056/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013459_decoy_14056_decoy_14056/seed-1/013459_decoy_14056_decoy_14056_docked.pdbqt
349,000407_active_0481_active_00481,13.598,-9.976,-9.963,0.011,3,True,363,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000407_active_0481_active_00481/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000407_active_0481_active_00481/seed-1/000407_active_0481_active_00481_docked.pdbqt
350,017477_decoy_18605_decoy_18605,13.598,-9.973,-9.961,0.009,3,True,370,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017477_decoy_18605_decoy_18605/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017477_decoy_18605_decoy_18605/seed-1/017477_decoy_18605_decoy_18605_docked.pdbqt
